TransactionID,CustomerID,StoreID,TransactionDate,PaymentMethod,TransactionTotal
232,2656,3,2026-03-24,Debit,0
233,395,5,2025-11-09,Cash,0
234,1082,11,2026-02-07,Cash,0
235,233,16,2025-03-01,Credit,0
236,736,12,2025-10-22,Debit,0
237,2657,18,2026-07-09,Debit,0
238,444,19,2025-01-05,Debit,0
239,429,9,2026-03-24,Cash,0
240,1248,21,2024-12-30,Credit,0
241,2451,11,2026-04-04,Debit,0
242,2504,3,2026-06-26,Cash,0
243,4864,20,2024-08-08,Cash,0
244,3042,12,2025-01-05,Cash,0
245,1079,11,2024-12-01,Cash,0
246,4184,2,2026-05-09,Debit,0
247,4235,3,2024-09-11,Credit,0
248,747,8,2025-12-24,Credit,0
249,2829,1,2026-05-06,Debit,0
250,1829,24,2025-12-13,Credit,0
251,2541,20,2024-08-06,Debit,0
252,561,20,2025-07-22,Credit,0
253,3854,4,2026-07-28,Debit,0
254,4074,25,2025-06-11,Debit,0
255,2933,16,2024-12-28,Cash,0
256,3214,14,2025-09-10,Cash,0
257,1423,17,2025-05-20,Credit,0
258,1077,9,2025-08-18,Debit,0
259,2016,1,2025-11-12,Debit,0
260,986,24,2025-02-14,Debit,0
261,1099,3,2025-09-28,Credit,0
262,4395,22,2025-09-28,Debit,0
263,3544,8,2025-12-22,Debit,0
264,1077,1,2026-04-08,Cash,0
265,3754,14,2025-08-15,Cash,0
266,2562,2,2026-01-17,Debit,0
267,1261,2,2025-02-01,Debit,0
268,4974,18,2026-08-03,Credit,0
269,3158,17,2025-04-14,Debit,0
270,3441,20,2024-10-01,Debit,0
271,3774,3,2024-08-17,Debit,0
272,1556,22,2026-03-27,Cash,0
273,3461,1,2024-10-31,Credit,0
274,345,24,2025-10-19,Credit,0
275,311,4,2026-03-22,Cash,0
276,645,10,2026-04-29,Debit,0
277,787,2,2025-07-04,Credit,0
278,1774,20,2025-12-01,Cash,0
279,3978,17,2026-07-18,Credit,0
280,4103,18,2025-11-28,Cash,0
281,4407,20,2024-12-21,Cash,0
282,314,9,2025-12-13,Debit,0
283,939,13,2024-12-27,Cash,0
284,4546,17,2025-05-24,Cash,0
285,3340,17,2025-11-11,Debit,0
286,4389,24,2025-07-09,Debit,0
287,726,17,2025-06-03,Credit,0
288,2894,14,2026-07-26,Credit,0
289,375,12,2024-12-03,Credit,0
290,289,22,2025-12-01,Credit,0
291,3128,11,2026-05-29,Debit,0
292,4562,18,2026-03-08,Cash,0
293,3115,16,2026-01-08,Cash,0
294,4293,2,2024-12-30,Cash,0
295,3926,5,2026-01-10,Credit,0
296,4000,6,2026-03-21,Cash,0
297,4539,4,2026-05-12,Credit,0
298,2379,15,2025-06-23,Cash,0
299,1583,15,2026-03-27,Cash,0
300,2882,14,2026-05-10,Debit,0
301,146,15,2025-12-07,Credit,0
302,1830,24,2024-09-23,Credit,0
303,236,18,2026-02-01,Cash,0
304,408,25,2025-12-21,Debit,0
305,4946,15,2024-09-25,Credit,0
306,4903,19,2024-10-10,Credit,0
307,4667,12,2025-05-13,Cash,0
308,2092,12,2026-07-30,Debit,0
309,4978,18,2026-05-17,Cash,0
310,3373,15,2024-11-18,Cash,0
311,2132,13,2026-05-28,Debit,0
312,2159,19,2025-09-14,Cash,0
313,3562,13,2026-02-21,Credit,0
314,4220,24,2025-05-30,Debit,0
315,3682,12,2024-10-18,Cash,0
316,4598,11,2024-09-12,Debit,0
317,828,3,2024-12-21,Debit,0
318,2494,12,2026-07-05,Debit,0
319,373,12,2024-12-02,Credit,0
320,4978,12,2025-06-16,Debit,0
321,1698,10,2026-02-20,Cash,0
322,733,17,2025-11-05,Cash,0
323,3596,7,2026-03-10,Credit,0
324,1201,1,2025-03-03,Credit,0
325,266,5,2026-07-19,Debit,0
326,4336,12,2025-11-25,Debit,0
327,2714,25,2026-07-02,Cash,0
328,1968,25,2025-12-05,Debit,0
329,3907,16,2025-12-28,Cash,0
330,151,22,2025-04-17,Cash,0
331,815,13,2025-08-16,Debit,0
332,4565,16,2025-06-25,Cash,0
333,4849,6,2025-01-02,Debit,0
334,883,12,2024-09-21,Debit,0
335,4486,16,2024-12-29,Credit,0
336,1260,1,2026-04-13,Cash,0
337,1177,9,2025-06-14,Credit,0
338,472,5,2025-01-06,Debit,0
339,2377,11,2025-06-16,Debit,0
340,195,22,2026-02-09,Cash,0
341,2803,10,2025-07-30,Credit,0
342,257,17,2025-07-15,Credit,0
343,299,22,2025-11-27,Credit,0
344,4802,18,2024-09-28,Cash,0
345,4654,16,2026-07-30,Debit,0
346,3754,8,2025-06-29,Credit,0
347,4178,16,2026-02-11,Cash,0
348,2539,13,2024-12-12,Cash,0
349,3210,7,2026-03-06,Cash,0
350,1657,25,2026-04-19,Debit,0
351,2038,17,2025-07-18,Cash,0
352,487,1,2025-07-17,Cash,0
353,4754,3,2025-05-02,Debit,0
354,1831,11,2025-09-11,Cash,0
355,2517,20,2025-10-20,Cash,0
356,146,16,2025-08-21,Credit,0
357,2278,4,2025-11-04,Debit,0
358,4655,19,2025-03-04,Credit,0
359,3382,11,2025-10-02,Debit,0
360,3386,25,2026-01-18,Debit,0
361,1251,17,2025-04-08,Credit,0
362,4068,23,2026-06-20,Cash,0
363,2943,4,2025-03-22,Credit,0
364,4962,13,2024-09-27,Cash,0
365,1191,11,2025-12-19,Cash,0
366,3706,25,2025-07-15,Debit,0
367,3312,2,2026-05-09,Cash,0
368,1360,5,2025-03-21,Cash,0
369,307,5,2025-12-19,Cash,0
370,2351,2,2025-05-27,Debit,0
371,3132,24,2024-09-08,Debit,0
372,3700,4,2025-08-09,Cash,0
373,2945,3,2025-12-19,Credit,0
374,3023,17,2025-07-11,Credit,0
375,357,9,2025-12-22,Cash,0
376,4232,21,2025-08-12,Cash,0
377,4153,1,2025-03-18,Debit,0
378,569,14,2026-06-25,Debit,0
379,3534,2,2026-07-03,Credit,0
380,4443,4,2026-07-24,Cash,0
381,1782,19,2025-09-12,Cash,0
382,3997,17,2024-11-04,Credit,0
383,2408,25,2025-11-24,Debit,0
384,3981,21,2025-12-11,Credit,0
385,276,19,2025-09-15,Credit,0
386,3127,7,2026-02-19,Debit,0
387,680,11,2025-08-12,Cash,0
388,3881,13,2025-02-21,Credit,0
389,2646,18,2024-09-22,Debit,0
390,2481,10,2024-09-22,Cash,0
391,122,5,2025-07-11,Cash,0
392,2127,23,2024-08-10,Credit,0
393,1223,9,2025-02-19,Credit,0
394,4459,13,2025-02-18,Cash,0
395,578,8,2026-04-02,Debit,0
396,1923,15,2025-08-31,Cash,0
397,2460,12,2025-09-19,Cash,0
398,1855,3,2026-05-26,Cash,0
399,4367,2,2026-05-09,Credit,0
400,1250,13,2025-07-04,Credit,0
401,3119,21,2026-07-05,Credit,0
402,998,9,2026-07-30,Cash,0
403,4951,25,2025-10-17,Cash,0
404,4701,14,2025-07-07,Cash,0
405,3140,3,2024-11-27,Cash,0
406,2161,15,2026-03-26,Cash,0
407,4108,19,2026-07-02,Credit,0
408,1017,4,2025-08-12,Credit,0
409,1026,24,2025-01-09,Debit,0
410,3100,22,2025-11-16,Credit,0
411,4910,5,2024-12-13,Debit,0
412,3983,14,2024-09-30,Credit,0
413,4524,22,2026-03-09,Cash,0
414,2372,3,2025-07-24,Cash,0
415,1806,9,2026-04-15,Cash,0
416,2302,3,2025-04-03,Cash,0
417,572,17,2024-09-13,Cash,0
418,909,18,2026-07-30,Credit,0
419,849,10,2026-04-24,Cash,0
420,2801,3,2025-11-22,Credit,0
421,1897,6,2024-09-26,Debit,0
422,949,15,2026-07-14,Credit,0
423,19,10,2025-03-16,Debit,0
424,3690,2,2024-11-30,Credit,0
425,2959,14,2025-03-12,Cash,0
426,4691,24,2025-10-18,Debit,0
427,392,13,2026-07-30,Debit,0
428,820,10,2026-01-09,Credit,0
429,4124,15,2025-11-07,Credit,0
430,1743,3,2025-09-03,Cash,0
431,1622,4,2026-02-03,Debit,0
432,2898,25,2025-10-31,Debit,0
433,2227,11,2025-09-03,Debit,0
434,1026,25,2026-06-05,Cash,0
435,3750,11,2026-03-15,Credit,0
436,3870,20,2024-09-03,Debit,0
437,448,15,2026-02-04,Credit,0
438,2194,1,2026-06-20,Cash,0
439,1760,15,2026-04-27,Debit,0
440,2116,20,2026-03-07,Credit,0
441,4757,20,2025-11-15,Credit,0
442,3685,1,2024-10-28,Credit,0
443,1882,8,2024-10-09,Credit,0
444,873,23,2024-09-22,Cash,0
445,3221,24,2025-10-21,Credit,0
446,2367,3,2024-11-22,Cash,0
447,3314,10,2025-08-18,Cash,0
448,36,13,2025-05-04,Cash,0
449,1837,6,2026-01-30,Debit,0
450,3694,12,2026-07-01,Cash,0
451,536,23,2025-08-20,Credit,0
452,4560,2,2026-01-27,Debit,0
453,4006,13,2026-03-03,Cash,0
454,718,22,2026-04-21,Cash,0
455,666,1,2024-10-09,Credit,0
456,4937,13,2024-09-16,Credit,0
457,2723,10,2024-09-22,Debit,0
458,776,6,2026-01-14,Debit,0
459,1851,13,2026-06-14,Cash,0
460,3183,10,2026-07-01,Cash,0
461,504,9,2025-03-31,Debit,0
462,2381,17,2024-10-20,Debit,0
463,3801,20,2024-11-14,Debit,0
464,4600,13,2026-07-06,Credit,0
465,4784,17,2026-05-30,Credit,0
466,2226,17,2025-07-09,Debit,0
467,4234,3,2026-05-07,Debit,0
468,100,21,2025-07-15,Cash,0
469,3321,4,2024-09-14,Cash,0
470,439,15,2025-09-21,Debit,0
471,33,25,2025-10-03,Cash,0
472,3642,16,2025-02-27,Cash,0
473,3937,11,2026-06-07,Credit,0
474,2540,20,2025-02-05,Cash,0
475,1655,2,2025-08-02,Debit,0
476,4324,4,2025-02-17,Cash,0
477,606,15,2026-04-30,Cash,0
478,4701,23,2026-01-07,Debit,0
479,427,2,2026-07-18,Debit,0
480,194,6,2025-10-14,Cash,0
481,2196,10,2026-03-16,Debit,0
482,706,12,2025-04-03,Debit,0
483,4849,14,2025-08-31,Debit,0
484,2289,8,2024-12-28,Cash,0
485,1912,22,2025-03-16,Credit,0
486,4252,10,2025-04-12,Credit,0
487,4626,24,2025-02-23,Debit,0
488,2806,12,2026-04-07,Cash,0
489,1875,19,2024-11-09,Cash,0
490,3933,25,2024-09-09,Credit,0
491,218,7,2025-09-21,Credit,0
492,1919,12,2025-09-29,Cash,0
493,11,25,2024-08-07,Cash,0
494,2549,20,2026-02-17,Credit,0
495,4798,19,2025-03-14,Cash,0
496,3152,21,2025-01-24,Debit,0
497,2851,7,2026-02-24,Credit,0
498,3162,23,2024-10-21,Cash,0
499,3913,21,2025-07-01,Debit,0
500,1929,4,2025-04-03,Debit,0
501,1774,19,2026-03-28,Debit,0
502,3503,23,2025-04-03,Cash,0
503,2237,17,2026-05-20,Debit,0
504,1248,7,2024-09-20,Credit,0
505,4589,12,2026-07-16,Credit,0
506,3082,11,2024-11-05,Credit,0
507,1996,20,2026-03-16,Cash,0
508,3926,22,2024-12-07,Debit,0
509,4534,15,2025-03-26,Credit,0
510,758,9,2024-10-16,Credit,0
511,641,8,2026-04-02,Debit,0
512,4723,7,2024-12-18,Cash,0
513,3946,20,2025-03-05,Debit,0
514,3608,2,2025-11-12,Debit,0
515,49,12,2025-09-02,Debit,0
516,4582,21,2025-12-11,Cash,0
517,3914,8,2026-03-08,Debit,0
518,3789,20,2024-10-09,Cash,0
519,971,23,2026-04-08,Cash,0
520,3184,5,2025-12-24,Debit,0
521,201,13,2026-06-10,Credit,0
522,4813,18,2026-05-04,Credit,0
523,1540,12,2024-08-09,Debit,0
524,3221,10,2026-08-03,Debit,0
525,1710,19,2025-12-29,Credit,0
526,4883,15,2025-04-21,Cash,0
527,833,10,2025-12-31,Credit,0
528,2685,12,2024-10-11,Debit,0
529,41,8,2025-06-18,Credit,0
530,1945,9,2026-04-17,Credit,0
531,1084,16,2025-04-02,Credit,0
532,812,24,2025-01-01,Credit,0
533,3237,13,2025-09-05,Credit,0
534,4778,5,2025-11-16,Debit,0
535,2640,5,2024-12-25,Credit,0
536,449,11,2026-02-14,Cash,0
537,1423,13,2026-05-13,Cash,0
538,59,2,2025-02-06,Credit,0
539,658,4,2025-12-20,Credit,0
540,454,3,2025-11-27,Debit,0
541,3475,3,2026-06-09,Debit,0
542,577,19,2025-10-06,Debit,0
543,1578,18,2026-04-16,Debit,0
544,2068,25,2025-03-14,Credit,0
545,4213,3,2025-08-03,Cash,0
546,719,8,2025-05-18,Cash,0
547,385,22,2025-10-04,Credit,0
548,4556,17,2025-03-27,Cash,0
549,1583,17,2026-03-29,Debit,0
550,3076,19,2025-08-16,Credit,0
551,420,25,2026-06-24,Credit,0
552,4594,13,2025-12-18,Debit,0
553,1048,7,2025-11-07,Credit,0
554,1787,3,2025-03-14,Cash,0
555,2161,22,2026-07-09,Debit,0
556,4336,4,2025-05-04,Debit,0
557,3820,21,2025-01-16,Cash,0
558,3381,12,2025-10-03,Debit,0
559,3433,3,2026-04-16,Credit,0
560,1135,5,2026-06-07,Cash,0
561,4345,18,2026-01-19,Cash,0
562,1145,1,2025-05-18,Debit,0
563,1748,25,2025-01-31,Cash,0
564,4312,24,2025-05-02,Debit,0
565,2355,4,2025-07-10,Debit,0
566,3150,3,2025-06-04,Credit,0
567,1830,1,2025-01-20,Cash,0
568,1554,14,2026-04-11,Debit,0
569,954,23,2026-04-16,Credit,0
570,3575,20,2026-04-11,Cash,0
571,3470,17,2024-08-17,Cash,0
572,2596,21,2025-01-09,Credit,0
573,4842,3,2025-10-11,Debit,0
574,3789,14,2024-10-09,Debit,0
575,123,8,2025-04-19,Cash,0
576,1846,19,2024-08-08,Credit,0
577,555,23,2026-03-27,Credit,0
578,1869,22,2026-01-04,Cash,0
579,2813,5,2026-04-05,Credit,0
580,1223,21,2025-07-16,Debit,0
581,3721,4,2025-04-16,Cash,0
582,3118,20,2024-11-28,Cash,0
583,3778,19,2026-07-25,Debit,0
584,4957,20,2025-02-12,Credit,0
585,2629,6,2024-10-01,Cash,0
586,2565,6,2026-02-19,Credit,0
587,3396,25,2025-07-16,Debit,0
588,2115,10,2025-08-13,Credit,0
589,4262,9,2026-05-23,Cash,0
590,3517,25,2024-09-24,Credit,0
591,4442,14,2026-03-15,Credit,0
592,926,4,2025-09-22,Cash,0
593,2533,8,2026-04-15,Cash,0
594,380,14,2026-01-14,Debit,0
595,200,20,2026-07-29,Credit,0
596,4258,1,2025-07-26,Debit,0
597,4604,16,2024-10-23,Debit,0
598,698,11,2025-06-28,Debit,0
599,2849,20,2025-05-26,Credit,0
600,458,25,2026-07-27,Credit,0
601,3184,23,2025-12-19,Cash,0
602,3945,17,2026-07-20,Debit,0
603,4996,2,2024-09-12,Cash,0
604,2920,19,2024-12-03,Cash,0
605,1245,1,2025-01-28,Credit,0
606,2183,13,2025-10-29,Cash,0
607,3834,6,2024-11-24,Cash,0
608,3379,6,2024-10-31,Credit,0
609,3251,13,2025-10-20,Credit,0
610,185,7,2026-07-16,Cash,0
611,1559,11,2026-04-23,Credit,0
612,2433,3,2024-10-31,Credit,0
613,55,6,2024-12-24,Credit,0
614,2618,12,2026-05-15,Credit,0
615,4829,19,2025-12-21,Debit,0
616,3838,25,2025-09-27,Cash,0
617,3731,19,2026-05-27,Cash,0
618,4929,12,2025-11-10,Debit,0
619,4743,11,2026-06-10,Debit,0
620,553,19,2025-05-12,Credit,0
621,1197,9,2024-11-13,Credit,0
622,3699,9,2025-05-03,Credit,0
623,700,3,2026-02-15,Cash,0
624,3928,22,2026-01-25,Cash,0
625,3208,15,2025-07-05,Cash,0
626,1790,23,2025-08-02,Credit,0
627,3488,5,2025-08-07,Debit,0
628,3220,21,2026-03-06,Debit,0
629,3532,4,2025-11-07,Cash,0
630,1314,12,2025-07-20,Credit,0
631,2390,24,2025-03-15,Cash,0
632,1682,7,2025-09-03,Cash,0
633,119,18,2026-06-16,Cash,0
634,2962,13,2026-01-06,Cash,0
635,263,24,2025-07-02,Credit,0
636,1198,19,2025-12-26,Cash,0
637,2071,21,2026-06-17,Credit,0
638,1142,17,2026-05-09,Debit,0
639,1829,6,2024-09-28,Cash,0
640,323,16,2024-08-11,Credit,0
641,4274,17,2026-04-13,Cash,0
642,682,6,2025-05-04,Credit,0
643,3616,8,2025-11-19,Credit,0
644,3497,12,2026-03-25,Debit,0
645,4463,12,2024-12-30,Cash,0
646,1507,1,2025-12-07,Debit,0
647,1096,1,2025-11-13,Cash,0
648,3680,1,2025-10-27,Credit,0
649,2417,5,2026-03-17,Credit,0
650,3850,9,2024-08-14,Credit,0
651,569,14,2025-02-13,Credit,0
652,1313,16,2026-05-28,Credit,0
653,3522,25,2024-08-27,Cash,0
654,3241,11,2025-04-11,Cash,0
655,1287,20,2024-08-23,Credit,0
656,2681,12,2025-12-06,Debit,0
657,749,22,2025-03-31,Credit,0
658,160,1,2026-04-21,Debit,0
659,662,2,2024-10-09,Credit,0
660,941,20,2026-01-22,Debit,0
661,4406,25,2026-06-24,Debit,0
662,1056,5,2025-12-18,Debit,0
663,1417,7,2025-09-21,Credit,0
664,391,1,2025-01-14,Cash,0
665,3428,1,2024-10-11,Debit,0
666,1103,5,2025-02-18,Cash,0
667,2640,2,2026-07-24,Cash,0
668,4334,8,2026-06-18,Cash,0
669,1560,22,2026-06-03,Debit,0
670,1167,21,2025-05-28,Debit,0
671,1618,15,2024-09-07,Debit,0
672,1677,19,2025-05-08,Cash,0
673,3562,25,2024-11-23,Credit,0
674,1160,18,2025-08-19,Cash,0
675,4966,4,2025-06-30,Debit,0
676,3248,8,2025-08-24,Cash,0
677,3458,14,2025-04-04,Credit,0
678,3159,18,2026-04-28,Debit,0
679,2504,1,2026-08-04,Cash,0
680,1691,1,2024-11-25,Debit,0
681,3063,9,2025-07-15,Debit,0
682,527,1,2025-11-19,Debit,0
683,816,14,2025-06-18,Debit,0
684,2162,19,2026-02-20,Debit,0
685,36,1,2025-05-04,Credit,0
686,4478,10,2026-03-30,Debit,0
687,2714,18,2026-03-20,Cash,0
688,818,11,2026-07-11,Credit,0
689,779,16,2024-10-21,Debit,0
690,2453,5,2025-01-16,Credit,0
691,3383,23,2024-12-19,Cash,0
692,4225,1,2026-04-21,Credit,0
693,1062,10,2025-11-28,Cash,0
694,975,12,2024-11-10,Cash,0
695,2604,1,2025-04-30,Credit,0
696,4996,14,2024-12-05,Credit,0
697,4696,23,2026-06-24,Debit,0
698,809,24,2026-04-05,Credit,0
699,1599,4,2025-04-02,Debit,0
700,1331,23,2025-09-07,Debit,0
701,3052,6,2026-07-18,Credit,0
702,2004,23,2025-07-08,Cash,0
703,1091,22,2025-04-08,Credit,0
