ResponseID,CampaignID,CustomerID,EmailOpened,CouponUsed,PurchaseCompleted,PurchaseAmount,ResponseDate
58,23,4185,1,0,0,0.0,2025-04-23
59,8,365,1,1,0,0.0,2025-09-23
60,18,1018,1,1,0,0.0,2025-03-18
61,28,4843,1,0,0,0.0,2025-10-26
62,16,861,1,0,0,0.0,2026-07-22
63,1,2854,1,0,0,0.0,2026-03-20
64,11,4808,1,0,1,226.09,2024-12-15
65,27,2399,1,0,1,58.36,2025-12-16
66,28,2518,1,0,1,243.71,2025-04-25
67,23,4768,1,1,0,0.0,2026-05-10
68,28,511,1,0,0,0.0,2026-05-20
69,31,293,1,0,1,108.26,2026-06-28
70,31,2189,1,1,1,215.69,2024-12-24
71,29,4689,1,0,0,0.0,2025-02-20
72,1,2950,1,0,0,0.0,2026-07-10
73,11,4666,1,1,1,243.04,2025-12-12
74,39,3240,1,0,1,247.04,2026-03-20
75,23,4542,1,1,1,177.21,2026-01-09
76,16,2551,1,1,0,0.0,2025-05-24
77,38,3151,1,0,0,0.0,2024-12-26
78,36,108,1,0,1,211.49,2025-12-04
79,3,3390,1,0,1,34.88,2025-10-07
80,16,1187,1,0,1,28.28,2026-06-14
81,36,4804,1,1,0,0.0,2026-05-03
82,39,4698,1,1,1,118.42,2026-04-13
83,3,2010,1,1,1,215.98,2025-01-10
84,38,2466,1,0,1,62.5,2026-07-14
85,4,3332,1,1,0,0.0,2025-11-20
86,9,3817,1,1,1,249.1,2024-08-16
87,5,3202,1,0,1,218.71,2025-02-19
88,39,4298,1,0,0,0.0,2025-01-05
89,40,3399,1,0,0,0.0,2025-05-22
90,34,2706,1,1,1,172.12,2025-09-13
91,15,3348,1,0,1,114.16,2025-03-17
92,8,48,1,0,0,0.0,2025-03-29
93,37,2719,1,1,0,0.0,2026-01-18
94,7,2386,1,1,1,11.9,2024-08-12
95,6,2397,1,0,0,0.0,2026-07-18
96,19,2026,1,1,0,0.0,2025-03-10
97,9,3160,1,0,0,0.0,2026-07-18
98,29,4952,1,0,1,110.42,2026-03-25
99,26,3061,1,0,0,0.0,2024-09-04
100,36,3889,1,1,0,0.0,2026-05-07
101,33,3632,1,1,0,0.0,2026-04-09
102,39,720,1,0,0,0.0,2025-10-24
103,30,1527,1,0,0,0.0,2026-05-04
104,12,2288,1,0,0,0.0,2026-03-29
105,14,1147,1,0,1,113.13,2025-10-23
106,9,2764,1,0,0,0.0,2025-09-26
107,1,309,1,1,0,0.0,2025-04-25
108,15,2522,1,1,0,0.0,2026-02-24
109,6,4473,1,1,0,0.0,2025-12-21
110,40,1099,1,0,1,218.86,2026-04-08
111,39,663,1,0,0,0.0,2026-02-04
112,37,2359,1,1,0,0.0,2025-07-24
113,18,881,1,1,1,213.07,2024-09-02
114,20,1252,1,1,0,0.0,2026-04-24
115,30,2702,1,0,0,0.0,2024-10-22
116,22,2576,1,1,0,0.0,2024-08-22
117,11,4870,1,0,1,204.84,2025-06-08
118,27,1860,1,1,1,182.97,2025-08-08
119,15,979,1,1,1,119.09,2025-12-31
120,23,317,1,0,0,0.0,2025-01-21
121,7,1863,1,0,1,42.72,2025-11-24
122,31,1167,1,0,1,95.6,2025-06-19
123,15,4661,1,1,0,0.0,2025-07-31
124,16,3466,1,0,1,98.62,2026-06-10
125,11,2751,1,1,0,0.0,2025-02-17
126,22,1532,1,0,0,0.0,2026-04-19
127,12,3057,1,0,0,0.0,2026-06-15
128,8,2449,1,1,1,184.65,2025-06-28
129,15,1243,1,1,0,0.0,2026-04-26
130,29,1025,1,0,0,0.0,2025-01-21
131,36,396,1,1,0,0.0,2026-04-13
132,22,874,1,1,0,0.0,2026-02-14
133,31,2350,1,0,1,76.75,2025-11-02
134,12,412,1,1,1,200.95,2026-06-30
135,6,2281,1,1,0,0.0,2025-07-14
136,22,3292,1,0,1,212.28,2026-06-17
137,35,4816,1,0,1,197.5,2024-11-28
138,27,3145,1,0,1,167.71,2024-11-26
139,11,3273,1,1,0,0.0,2025-09-18
140,33,4483,1,0,1,237.88,2025-03-24
141,13,3180,1,1,0,0.0,2024-12-07
142,9,3249,1,0,1,84.32,2025-10-12
143,10,3546,1,0,0,0.0,2026-03-09
144,5,1531,1,1,0,0.0,2025-06-14
145,35,3237,1,1,1,245.78,2025-11-27
146,35,2967,1,1,0,0.0,2026-01-31
147,39,4801,1,1,0,0.0,2024-10-17
148,30,2274,1,1,1,79.42,2024-10-05
149,39,1606,1,0,0,0.0,2025-11-16
150,31,485,1,0,1,76.37,2026-03-27
151,27,3093,1,1,0,0.0,2026-04-22
152,10,631,1,1,0,0.0,2025-05-05
153,34,2631,1,0,0,0.0,2025-02-01
154,8,4052,1,0,1,169.74,2024-11-25
155,3,2411,1,0,0,0.0,2025-01-31
156,16,4923,1,1,0,0.0,2026-04-18
157,35,3102,1,1,0,0.0,2024-10-22
158,2,4272,1,1,0,0.0,2024-08-13
159,27,3863,1,1,0,0.0,2025-06-18
160,24,4696,1,1,0,0.0,2024-12-24
161,11,3045,1,1,1,183.56,2026-05-08
162,40,1413,1,0,0,0.0,2024-10-07
163,23,2447,1,1,0,0.0,2025-06-12
164,10,3833,1,0,0,0.0,2026-08-04
165,4,77,1,0,0,0.0,2025-09-17
166,36,3758,1,1,1,190.69,2025-08-14
167,14,122,1,0,0,0.0,2024-11-09
168,26,284,1,1,1,140.57,2026-04-24
169,9,3382,1,1,0,0.0,2025-12-19
170,20,4521,1,1,1,169.06,2026-05-14
171,36,3892,1,0,0,0.0,2026-02-20
172,11,4371,1,1,1,191.95,2025-02-13
173,18,2971,1,0,0,0.0,2025-04-25
174,33,3714,1,0,0,0.0,2026-06-02
175,7,2460,1,0,1,231.28,2024-10-21
176,4,3201,1,1,1,27.64,2026-06-27
177,15,3732,1,0,1,157.07,2026-06-17
178,14,3101,1,1,0,0.0,2025-12-05
179,29,3727,1,0,0,0.0,2024-10-22
180,22,3089,1,0,0,0.0,2024-12-22
181,21,2795,1,1,1,247.31,2026-05-12
182,3,745,1,0,0,0.0,2026-04-05
183,40,4074,1,0,0,0.0,2024-11-21
184,13,3026,1,1,1,179.9,2025-02-01
185,13,2423,1,0,1,170.05,2025-02-12
186,25,1425,1,0,1,214.75,2026-04-29
187,19,971,1,0,0,0.0,2024-11-16
188,33,1570,1,1,0,0.0,2025-05-19
189,11,4802,1,0,0,0.0,2026-06-07
190,17,4851,1,0,1,180.31,2026-01-01
191,12,1149,1,1,1,145.2,2025-08-26
192,36,3234,1,0,0,0.0,2025-09-25
193,31,1019,1,1,1,30.39,2024-08-13
194,5,1547,1,0,1,66.65,2026-03-20
195,36,120,1,0,0,0.0,2026-03-10
196,22,4572,1,1,1,134.96,2025-08-26
197,9,734,1,1,1,59.45,2026-04-02
198,18,629,1,0,0,0.0,2026-05-29
199,28,4347,1,1,0,0.0,2026-04-05
200,13,3518,1,0,1,24.68,2025-08-31
201,8,1589,1,1,0,0.0,2025-10-29
202,40,317,1,0,0,0.0,2025-03-26
203,34,925,1,1,0,0.0,2025-04-09
204,33,4083,1,0,1,219.23,2025-07-31
205,4,4239,1,1,1,181.01,2024-08-05
206,26,2629,1,0,1,157.4,2025-09-20
207,17,162,1,0,0,0.0,2026-03-09
208,39,1159,1,1,1,226.48,2025-10-12
209,4,2069,1,0,1,208.3,2025-09-21
210,10,4523,1,1,1,236.67,2026-01-15
211,9,1875,1,0,1,199.08,2025-10-18
212,14,1052,1,0,1,10.05,2025-11-02
213,38,1418,1,0,0,0.0,2026-03-10
214,15,1542,1,1,0,0.0,2024-12-29
215,38,1944,1,0,0,0.0,2026-03-23
216,33,546,1,0,0,0.0,2024-11-14
217,6,1241,1,1,0,0.0,2025-06-08
218,34,2002,1,0,0,0.0,2025-11-01
219,32,29,1,1,0,0.0,2025-02-28
220,30,2651,1,1,0,0.0,2024-11-07
221,36,2493,1,1,1,210.54,2026-01-24
222,5,710,1,1,0,0.0,2025-11-09
223,26,1980,1,0,1,114.65,2026-06-18
224,24,1822,1,0,0,0.0,2026-05-14
225,15,3248,1,1,0,0.0,2025-08-21
226,39,2418,1,1,1,223.58,2025-03-13
227,38,3525,1,1,0,0.0,2026-02-04
228,38,3107,1,0,0,0.0,2024-10-30
229,27,4996,1,1,0,0.0,2024-12-13
230,18,2310,1,0,0,0.0,2025-05-01
231,21,3490,1,1,0,0.0,2025-07-04
232,33,2438,1,1,0,0.0,2025-02-18
233,31,2344,1,0,0,0.0,2025-08-01
234,19,1296,1,1,1,22.81,2025-04-07
235,5,895,1,1,0,0.0,2026-04-06
236,16,2343,1,0,0,0.0,2024-10-25
237,17,3370,1,1,1,168.37,2025-08-25
238,35,2659,1,1,1,175.93,2026-01-02
239,8,3496,1,1,0,0.0,2025-09-12
240,13,165,1,0,0,0.0,2024-12-30
241,40,3971,1,0,0,0.0,2024-08-30
242,2,954,1,0,0,0.0,2026-04-27
243,36,278,1,0,0,0.0,2026-06-29
244,9,817,1,0,1,104.75,2026-03-24
245,18,4745,1,0,0,0.0,2026-04-23
246,26,845,1,0,0,0.0,2025-01-26
247,20,3192,1,0,1,210.53,2026-01-17
248,17,3917,1,1,0,0.0,2024-12-30
249,1,397,1,0,1,202.61,2025-04-16
250,33,2486,1,1,0,0.0,2025-10-06
251,3,2100,1,1,1,142.62,2024-12-01
252,22,4445,1,0,1,181.07,2026-02-14
253,40,1277,1,1,0,0.0,2026-05-10
254,2,1625,1,1,0,0.0,2025-09-22
255,20,3402,1,1,1,10.33,2026-02-19
256,35,647,1,0,0,0.0,2025-09-22
257,4,4571,1,1,1,22.24,2025-08-08
258,7,2611,1,0,0,0.0,2025-10-15
259,14,168,1,0,1,214.17,2025-01-23
260,13,3590,1,0,1,227.51,2026-03-11
261,37,3299,1,1,1,82.75,2025-07-15
262,8,302,1,0,0,0.0,2025-03-02
263,25,2453,1,1,0,0.0,2024-08-22
264,16,3999,1,0,0,0.0,2026-05-25
265,14,2729,1,1,0,0.0,2026-03-10
266,27,2046,1,1,0,0.0,2026-01-09
267,6,4576,1,1,1,235.58,2025-06-10
268,36,1187,1,0,0,0.0,2026-05-15
269,1,2491,1,1,0,0.0,2026-01-30
270,35,2118,1,1,0,0.0,2025-12-17
271,4,2343,1,1,0,0.0,2025-01-09
272,6,1606,1,0,0,0.0,2026-04-25
273,22,3468,1,0,0,0.0,2026-01-04
274,10,1857,1,1,1,119.73,2026-07-16
275,33,382,1,0,1,152.95,2024-11-29
276,19,1124,1,1,1,104.45,2025-07-24
277,36,3620,1,0,0,0.0,2025-01-26
278,19,2983,1,1,0,0.0,2025-02-08
279,38,952,1,0,0,0.0,2026-05-18
280,6,1099,1,0,0,0.0,2025-09-12
281,1,1124,1,1,0,0.0,2025-04-01
282,7,3509,1,1,1,145.04,2025-08-04
283,24,3984,1,1,0,0.0,2024-09-22
284,29,4571,1,1,0,0.0,2024-08-09
285,28,4023,1,0,0,0.0,2024-12-25
286,35,789,1,0,1,200.66,2026-01-12
287,13,1141,1,0,0,0.0,2026-06-12
288,34,459,1,0,0,0.0,2025-12-28
289,17,415,1,1,0,0.0,2025-04-29
290,26,4054,1,1,0,0.0,2026-01-23
291,28,3874,1,0,0,0.0,2025-08-01
292,27,4969,1,1,1,73.52,2025-08-20
293,14,4000,1,0,1,59.69,2024-08-23
294,27,3158,1,1,1,35.83,2025-08-20
295,7,49,1,1,0,0.0,2024-08-13
296,13,2994,1,0,1,163.64,2025-09-20
297,40,2255,1,0,0,0.0,2026-03-26
298,8,2410,1,0,0,0.0,2026-05-01
299,27,2831,1,0,1,180.9,2025-02-17
300,40,4416,1,1,0,0.0,2025-01-05
301,12,236,1,1,1,128.09,2025-03-01
302,32,1391,1,0,0,0.0,2026-07-10
303,37,4804,1,0,0,0.0,2026-06-02
304,1,2972,1,1,0,0.0,2025-10-22
305,11,4532,1,1,0,0.0,2025-08-08
306,2,194,1,1,0,0.0,2026-05-13
307,3,4661,1,1,0,0.0,2025-05-03
308,14,3552,1,1,1,135.86,2026-05-03
309,16,3200,1,0,0,0.0,2026-05-22
310,28,3462,1,0,0,0.0,2024-08-24
311,7,931,1,1,0,0.0,2025-02-01
312,30,241,1,0,1,176.91,2024-12-11
313,9,3129,1,1,0,0.0,2024-08-25
314,7,3608,1,1,1,157.1,2025-10-07
315,1,3902,1,1,0,0.0,2026-02-21
316,16,1738,1,0,0,0.0,2026-01-17
317,27,535,1,1,1,213.09,2025-07-22
318,31,4567,1,1,1,187.58,2025-05-06
319,19,4044,1,1,1,145.62,2025-10-24
320,40,2169,1,0,1,218.62,2025-02-03
321,36,1337,1,0,1,156.76,2025-09-02
322,3,2028,1,1,1,131.83,2025-08-12
323,24,2331,1,0,1,89.74,2025-11-02
324,16,1677,1,0,0,0.0,2026-01-25
325,11,4171,1,0,1,32.43,2025-03-27
326,37,4794,1,0,0,0.0,2024-12-26
327,7,3318,1,1,1,128.72,2025-10-23
328,24,1423,1,0,1,144.88,2025-03-21
329,29,3916,1,0,0,0.0,2025-07-05
330,35,2893,1,0,1,16.89,2025-06-06
331,26,4176,1,0,1,82.54,2025-06-01
332,10,4481,1,0,0,0.0,2026-06-19
333,36,2749,1,1,0,0.0,2026-07-08
334,6,1320,1,1,1,130.2,2026-05-18
335,25,4655,1,0,0,0.0,2026-07-29
336,22,3086,1,1,0,0.0,2025-02-07
337,28,42,1,1,0,0.0,2025-06-18
338,24,4047,1,1,1,70.34,2025-11-14
339,21,4277,1,0,0,0.0,2024-12-07
340,26,1012,1,0,0,0.0,2025-10-17
341,33,2654,1,0,0,0.0,2024-10-09
342,27,633,1,1,0,0.0,2026-02-22
343,25,3770,1,0,1,81.28,2025-04-22
344,36,2302,1,0,0,0.0,2024-10-03
345,27,2018,1,0,0,0.0,2026-04-14
346,18,821,1,0,0,0.0,2026-07-20
347,12,735,1,0,0,0.0,2026-08-03
348,7,4372,1,0,0,0.0,2026-02-28
349,27,2666,1,0,1,64.63,2026-01-25
350,40,648,1,0,0,0.0,2025-10-04
351,19,1411,1,1,1,61.85,2025-01-05
352,27,4774,1,1,0,0.0,2025-02-26
353,27,1950,1,1,1,196.97,2026-02-20
354,38,2124,1,1,0,0.0,2026-05-21
355,24,2156,1,0,1,10.53,2025-06-18
356,30,552,1,1,0,0.0,2026-07-08
357,13,4975,1,1,1,235.19,2026-01-10
358,33,535,1,1,0,0.0,2025-04-09
359,8,3426,1,0,0,0.0,2024-10-28
360,21,2974,1,0,1,184.71,2025-06-26
361,40,2712,1,1,1,23.39,2025-04-25
362,8,4544,1,0,0,0.0,2026-08-01
363,18,4610,1,1,1,77.39,2025-02-03
364,1,3210,1,0,0,0.0,2026-08-02
365,15,3476,1,0,0,0.0,2026-03-06
366,12,1605,1,1,1,242.64,2025-02-06
367,39,827,1,0,1,87.44,2025-11-19
368,1,1064,1,1,0,0.0,2025-10-05
369,25,3021,1,1,1,33.51,2025-12-30
370,20,3106,1,1,0,0.0,2026-01-14
371,37,4214,1,1,0,0.0,2026-01-15
372,11,102,1,0,1,226.86,2025-12-12
373,18,740,1,0,1,213.27,2025-07-19
374,17,4294,1,1,0,0.0,2025-11-01
375,34,6,1,0,0,0.0,2025-02-28
376,11,619,1,0,0,0.0,2025-11-27
377,21,1554,1,1,0,0.0,2025-07-08
378,32,1359,1,0,0,0.0,2025-06-02
379,2,540,1,1,1,154.52,2025-02-27
380,3,2505,1,1,1,106.74,2025-10-08
381,38,4980,1,1,0,0.0,2025-04-23
382,10,285,1,0,1,184.69,2024-09-22
383,12,2669,1,1,0,0.0,2024-10-16
384,25,645,1,0,1,123.77,2025-02-15
385,23,3624,1,0,1,179.15,2025-06-23
386,40,129,1,1,0,0.0,2026-04-11
387,10,3536,1,0,1,38.41,2026-07-21
388,18,202,1,1,0,0.0,2026-01-18
389,32,2622,1,0,1,62.6,2025-04-18
390,32,1294,1,0,1,191.2,2026-07-07
391,27,1,1,1,1,45.66,2025-02-23
392,35,483,1,1,0,0.0,2026-02-12
393,17,4279,1,0,0,0.0,2025-04-20
394,15,1163,1,1,1,127.05,2026-06-11
395,32,3810,1,1,1,22.2,2025-07-06
396,21,492,1,1,1,228.9,2025-11-16
397,30,4583,1,0,0,0.0,2026-04-16
398,2,3320,1,1,0,0.0,2025-08-14
399,11,2403,1,1,0,0.0,2025-10-18
400,33,3579,1,1,0,0.0,2026-04-02
401,26,3589,1,1,1,103.65,2024-08-07
402,24,1064,1,1,0,0.0,2026-01-09
403,6,669,1,0,1,201.19,2025-10-17
404,9,3648,1,1,0,0.0,2025-08-21
405,36,693,1,1,0,0.0,2026-03-15
406,35,1540,1,1,1,180.13,2025-03-21
407,35,1727,1,0,0,0.0,2026-06-22
408,7,3140,1,1,0,0.0,2026-06-23
409,24,3386,1,0,1,169.52,2025-10-27
410,20,3694,1,0,1,155.45,2025-02-13
411,27,493,1,1,0,0.0,2024-12-25
412,22,4974,1,1,0,0.0,2024-09-17
413,20,2913,1,1,1,54.0,2025-03-14
414,21,670,1,0,1,166.34,2024-09-22
415,34,225,1,0,0,0.0,2025-11-14
416,39,932,1,0,0,0.0,2024-10-24
417,6,3878,1,0,1,13.52,2026-07-17
418,32,1871,1,0,1,200.87,2024-09-15
419,3,1958,1,1,0,0.0,2024-10-28
420,19,4460,1,0,0,0.0,2024-10-01
421,10,4680,1,0,1,96.82,2025-08-12
422,25,3706,1,0,0,0.0,2025-10-02
423,4,4369,1,0,0,0.0,2025-10-28
424,28,1121,1,0,1,149.2,2025-07-14
425,15,1284,1,1,0,0.0,2025-12-08
426,7,1826,1,0,1,156.66,2026-06-15
427,30,1532,1,0,1,63.1,2025-12-23
428,23,2225,1,1,1,116.46,2026-01-21
429,20,986,1,1,1,92.57,2025-09-29
430,7,1764,1,0,0,0.0,2025-09-05
431,32,402,1,0,0,0.0,2026-05-24
432,3,1663,1,0,1,85.49,2024-12-03
433,16,874,1,0,0,0.0,2025-03-22
434,17,4630,1,0,1,85.85,2026-04-01
435,32,840,1,0,0,0.0,2025-07-19
436,34,4484,1,1,0,0.0,2025-05-19
437,15,4789,1,0,0,0.0,2025-04-27
438,23,1419,1,0,1,63.45,2024-09-28
439,36,2766,1,1,1,184.11,2026-04-14
440,11,2628,1,1,0,0.0,2025-04-27
441,14,365,1,0,0,0.0,2025-04-04
442,34,2891,1,0,1,195.53,2026-05-23
443,20,107,1,0,0,0.0,2024-11-17
444,31,438,1,0,0,0.0,2026-01-31
445,14,4779,1,0,1,195.19,2024-09-11
446,7,3828,1,1,0,0.0,2024-09-04
447,13,3289,1,1,0,0.0,2025-03-06
448,18,2363,1,0,1,24.9,2025-01-25
449,17,3148,1,0,0,0.0,2024-08-20
450,40,1237,1,1,0,0.0,2026-05-04
451,22,220,1,1,0,0.0,2025-03-13
452,27,3423,1,0,0,0.0,2025-05-28
453,14,1857,1,0,0,0.0,2025-02-15
454,4,1743,1,1,1,225.89,2026-04-15
455,13,2932,1,1,1,85.41,2025-03-18
456,9,556,1,1,0,0.0,2025-01-28
457,17,2310,1,0,1,120.3,2024-12-05
458,3,1402,1,1,0,0.0,2024-11-28
459,19,2944,1,1,0,0.0,2025-04-14
460,8,913,1,0,1,40.89,2026-05-07
461,40,3409,1,0,0,0.0,2025-02-18
462,17,3579,1,0,1,92.93,2026-04-07
463,10,4938,1,1,0,0.0,2025-03-26
464,36,1163,1,1,0,0.0,2025-03-19
465,6,879,1,1,1,115.7,2026-06-25
466,3,1291,1,0,0,0.0,2024-08-25
467,2,3617,1,0,1,130.62,2024-08-28
468,37,2080,1,1,1,73.54,2026-04-22
469,28,2784,1,1,1,132.12,2026-03-30
470,40,1634,1,1,0,0.0,2025-08-02
471,37,4817,1,0,0,0.0,2026-06-10
472,10,38,1,1,1,91.3,2025-10-01
473,25,1749,1,1,1,231.57,2025-01-17
474,35,1664,1,1,1,19.26,2024-12-15
475,26,3573,1,1,0,0.0,2025-06-07
476,12,2499,1,1,1,34.06,2026-06-18
477,6,508,1,1,0,0.0,2026-05-09
478,13,2033,1,1,1,191.72,2026-05-16
479,1,523,1,0,0,0.0,2024-11-03
480,32,3469,1,0,0,0.0,2026-02-02
481,1,268,1,1,1,48.33,2026-01-26
482,8,3201,1,0,0,0.0,2025-03-16
483,4,2073,1,1,0,0.0,2025-05-06
484,14,4853,1,1,0,0.0,2025-11-06
485,38,2994,1,0,1,114.89,2025-05-11
486,11,1871,1,1,1,28.52,2024-11-22
487,14,1801,1,0,0,0.0,2025-11-20
488,31,3544,1,0,0,0.0,2025-05-27
489,18,2436,1,0,0,0.0,2025-04-17
490,25,1045,1,0,0,0.0,2025-02-14
491,23,2806,1,0,1,90.27,2025-09-14
492,11,839,1,0,1,16.8,2024-09-08
493,37,218,1,0,0,0.0,2025-12-29
494,15,3919,1,0,0,0.0,2025-08-22
495,33,3073,1,0,1,177.79,2026-07-15
496,12,1078,1,1,1,108.64,2026-04-22
497,6,4140,1,0,1,54.87,2025-08-05
498,6,3144,1,1,0,0.0,2026-02-07
499,20,3976,1,1,1,47.02,2025-07-05
500,21,1983,1,0,1,206.14,2026-02-23
501,2,3,1,1,0,0.0,2024-09-25
502,2,1044,1,0,1,239.74,2025-11-19
503,9,3652,1,1,1,49.31,2025-01-06
504,30,1813,1,1,1,86.78,2024-12-20
505,27,3310,1,0,1,137.65,2026-05-09
506,33,232,1,1,0,0.0,2025-07-31
507,40,1994,1,0,0,0.0,2025-07-29
508,37,1783,1,1,0,0.0,2025-03-31
509,18,3751,1,0,0,0.0,2024-11-06
510,17,4171,1,1,1,208.18,2025-02-23
511,29,4520,1,1,0,0.0,2025-01-06
512,29,1380,1,1,0,0.0,2025-01-29
513,35,4375,1,0,1,91.22,2025-06-02
514,39,2406,1,1,0,0.0,2025-02-04
515,26,3565,1,1,1,197.57,2026-01-26
516,29,3035,1,0,1,210.45,2024-10-12
517,26,3206,1,0,0,0.0,2025-09-26
518,11,4497,1,1,0,0.0,2025-05-19
519,24,4805,1,1,0,0.0,2026-01-06
520,29,4750,1,0,0,0.0,2024-09-19
521,1,4029,1,0,1,128.99,2025-11-04
522,22,1973,1,1,0,0.0,2025-04-11
523,36,4975,1,1,0,0.0,2024-10-19
524,33,375,1,0,1,79.23,2025-12-31
525,31,1170,1,1,1,169.34,2026-06-19
526,34,1054,1,0,1,83.44,2024-12-12
527,39,2292,1,1,1,76.61,2025-09-09
528,11,4655,1,0,1,167.88,2026-02-25
529,28,2791,1,0,0,0.0,2025-08-03
530,22,821,1,1,1,37.76,2025-05-11
531,13,3403,1,1,0,0.0,2025-12-17
532,24,4308,1,0,0,0.0,2025-08-04
533,27,4614,1,1,1,26.19,2025-09-29
534,2,152,1,1,0,0.0,2026-04-12
535,26,4832,1,1,0,0.0,2025-01-04
536,2,341,1,1,1,106.21,2025-03-03
537,23,3372,1,1,0,0.0,2025-01-15
538,4,4298,1,1,1,75.09,2026-02-07
539,22,4679,1,0,0,0.0,2024-08-13
540,6,839,1,1,1,54.08,2024-11-29
541,2,4027,1,0,0,0.0,2025-05-22
542,24,796,1,1,1,155.14,2025-03-26
543,32,2563,1,0,1,112.77,2024-11-20
544,39,1224,1,1,0,0.0,2024-12-28
545,38,4656,1,0,0,0.0,2025-04-15
546,9,3580,1,1,1,67.66,2025-04-15
547,14,4653,1,0,1,10.55,2026-04-29
548,26,1062,1,1,1,97.21,2025-06-02
549,18,2417,1,0,1,25.04,2026-01-02
550,38,1233,1,0,0,0.0,2026-01-21
551,2,4905,1,1,0,0.0,2026-05-06
552,2,1843,1,1,0,0.0,2025-01-06
553,21,1889,1,0,1,22.58,2025-07-23
554,34,2471,1,0,0,0.0,2026-07-07
555,9,4485,1,0,0,0.0,2026-06-20
556,32,4297,1,1,0,0.0,2024-10-10
557,20,3182,1,0,0,0.0,2024-08-16
558,6,506,1,1,1,15.54,2026-02-03
559,1,2532,1,1,0,0.0,2024-09-05
560,34,4913,1,0,0,0.0,2025-08-17
561,16,3876,1,1,0,0.0,2024-09-23
562,40,4288,1,0,0,0.0,2025-05-23
563,9,2607,1,0,0,0.0,2025-06-17
564,19,1856,1,1,0,0.0,2025-10-19
565,1,2544,1,1,1,155.96,2024-10-26
566,26,99,1,1,0,0.0,2025-12-29
567,1,4374,1,1,1,78.02,2025-01-24
568,40,3505,1,1,0,0.0,2025-10-15
569,38,1696,1,1,1,169.59,2025-11-27
570,19,3853,1,1,0,0.0,2024-08-16
571,13,3167,1,0,1,172.91,2025-12-01
572,12,3752,1,0,0,0.0,2025-11-18
573,27,4621,1,1,0,0.0,2024-11-17
574,19,2521,1,1,1,122.35,2026-05-17
575,27,3245,1,0,1,52.49,2026-06-13
576,36,633,1,0,1,80.36,2026-06-14
577,2,3758,1,1,0,0.0,2025-04-11
578,15,1862,1,0,1,96.01,2025-01-04
579,30,3547,1,1,0,0.0,2025-12-05
580,32,3803,1,0,1,235.49,2025-07-01
581,17,365,1,0,0,0.0,2025-06-09
582,4,4361,1,0,0,0.0,2025-03-05
583,19,2721,1,0,1,146.7,2024-12-22
